pseudocode,item_group,item_id,cpp_b,cpp_g,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g
3063468,8,10,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063468,8,11,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3063468,8,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
3073516,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3073516,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3073516,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0
3074968,8,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074968,8,4,88,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074968,8,5,75,84,32,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074968,8,6,9,7,72,66,26,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074968,8,7,1,0,13,9,62,69,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074968,8,8,0,0,3,2,14,5,48,60,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074968,8,9,0,0,0,0,0,0,7,4,37,50,16,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3074968,8,10,0,0,0,0,0,0,0,0,4,2,42,35,13,23,1,0,0,0,0,0,0,0,0,0,0,0
3074968,8,11,0,0,0,0,0,0,0,0,0,0,5,3,26,27,8,15,0,0,0,0,0,0,0,0,0,0
3074968,8,12,0,0,1,0,0,0,0,0,0,0,0,0,1,4,27,37,6,6,0,0,0,0,0,0,0,0
3074968,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,10,1,9,0,0,0,0,0,0
3074968,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,7,10,2,2,0,0,0,0
3074968,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
3074968,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3074968,8,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082641,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082641,8,4,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082641,8,5,3,5,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082641,8,6,0,1,6,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082641,8,7,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082641,8,8,0,0,0,0,0,0,3,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082641,8,9,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091623,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091623,8,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091623,8,5,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091623,8,6,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091623,8,7,0,0,0,0,1,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091623,8,8,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094895,8,5,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094895,8,6,0,0,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094895,8,7,0,0,2,1,12,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094895,8,8,0,0,0,0,1,0,3,10,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094895,8,9,0,0,0,0,0,0,0,0,7,12,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094895,8,10,0,0,0,0,0,0,0,0,0,0,9,12,8,11,0,0,0,0,0,0,0,0,0,0,0,0
3094895,8,11,0,0,0,0,0,0,0,0,0,0,1,0,10,12,6,2,0,0,0,0,0,0,0,0,0,0
3094895,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0
3094895,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3119528,8,4,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119528,8,5,5,5,29,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119528,8,6,1,0,15,28,33,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119528,8,7,0,0,0,0,30,26,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119528,8,8,0,0,0,0,2,1,17,26,13,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119528,8,9,0,0,0,0,0,1,0,1,12,17,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119528,8,10,0,0,0,0,0,0,0,0,1,0,6,7,17,22,0,0,0,0,0,0,0,0,0,0,0,0
3119528,8,11,0,0,0,0,0,0,0,0,0,0,0,0,12,14,17,20,0,0,0,0,0,0,0,0,0,0
3119528,8,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,8,0,0,0,0,0,0,0,0,0,0
3119528,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3123745,8,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123745,8,4,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123745,8,5,12,8,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123745,8,6,0,0,15,14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123745,8,7,0,0,0,0,16,10,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123745,8,8,0,0,0,0,0,0,11,14,13,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123745,8,9,0,0,0,0,0,0,0,1,21,14,23,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3123745,8,10,0,0,0,0,0,0,0,0,1,1,31,20,17,14,0,0,0,0,0,0,0,0,0,0,0,0
3123745,8,11,0,0,0,0,0,0,0,0,0,0,1,1,27,17,19,27,0,0,0,0,0,0,0,0,0,0
3123745,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,0,0,0,0,0,0,0,0,0,0
3131014,8,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131014,8,6,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131014,8,7,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131014,8,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131014,8,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140741,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140741,8,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140741,8,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140741,8,6,0,0,6,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140741,8,7,0,0,0,0,5,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140741,8,8,0,0,0,0,0,0,8,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140741,8,9,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141643,8,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141643,8,4,10,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141643,8,5,12,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141643,8,6,0,0,17,11,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141643,8,7,0,0,0,0,17,7,6,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141643,8,8,0,0,0,0,2,0,14,15,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141643,8,9,0,0,0,0,0,0,1,2,27,12,25,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3141643,8,10,0,0,0,0,0,0,0,0,1,0,20,22,22,18,2,3,0,0,0,0,0,0,0,0,0,0
3141643,8,11,0,0,0,0,0,0,0,0,0,0,2,0,25,15,38,37,2,0,0,0,0,0,0,0,0,0
3141643,8,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,31,29,44,46,0,2,0,0,0,0,0,0
3141643,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,54,35,41,40,0,0,0,0,0,0
3141643,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,49,46,27,45,2,2,0,0
3141643,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,75,48,103,84,2,5
3141643,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,94,55,104,83
3141643,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,1,78,73
3141643,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0
3141643,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3151953,8,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151953,8,4,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151953,8,5,19,17,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151953,8,6,2,1,16,11,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151953,8,7,0,0,1,1,10,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151953,8,8,0,0,0,0,0,1,13,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151953,8,9,0,0,0,0,0,0,1,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165414,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165414,8,5,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165414,8,6,0,0,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165414,8,7,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165414,8,8,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165414,8,9,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165817,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3165817,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
3165817,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,3,0,0,0,0,0,0
3165817,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,2,0,0,0,0
3165817,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
3167204,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167204,8,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167204,8,5,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167204,8,6,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167204,8,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167204,8,8,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167204,8,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167204,8,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167204,8,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173343,8,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173343,8,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173343,8,5,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173343,8,6,1,0,8,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173343,8,7,0,0,2,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173343,8,8,0,0,0,0,0,0,4,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173343,8,9,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177326,8,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177326,8,4,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177326,8,5,3,5,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177326,8,6,0,0,18,8,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177326,8,7,0,0,0,1,14,14,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177326,8,8,0,0,0,0,0,1,22,9,14,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177326,8,9,0,0,0,0,0,0,0,1,23,8,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177326,8,10,0,0,0,0,0,0,0,0,0,0,17,14,10,10,0,0,0,0,0,0,0,0,0,0,0,0
3177326,8,11,0,0,0,0,0,0,0,0,0,0,1,0,19,8,13,7,0,1,0,0,0,0,0,0,0,0
3177326,8,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,11,20,6,0,1,0,0,0,0,0,0
3177326,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,11,29,11,0,0,0,0,0,0
3177326,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,23,20,0,0,0,0
3177326,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,25,12,23,8,0,0
3177326,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,17,25,12
3177326,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,8
3177326,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3180609,8,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180609,8,4,58,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180609,8,5,49,42,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180609,8,6,12,9,43,28,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180609,8,7,0,0,7,11,24,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180609,8,8,0,0,1,0,5,6,15,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180609,8,9,0,0,0,0,1,0,3,1,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180609,8,10,0,0,0,0,0,0,0,0,5,3,12,11,5,9,0,0,0,0,0,0,0,0,0,0,0,0
3180609,8,11,0,0,0,0,0,0,0,0,0,0,0,2,17,8,3,4,0,0,0,0,0,0,0,0,0,0
3180609,8,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,5,0,0,0,0,0,0,0,0,0,0
3180609,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3180609,8,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185013,8,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185013,8,4,7,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185013,8,5,5,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185013,8,6,0,1,11,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185013,8,7,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185013,8,8,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185013,8,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187591,8,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187591,8,4,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187591,8,5,5,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187591,8,6,0,1,5,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187591,8,7,0,0,3,0,4,12,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187591,8,8,0,0,0,1,0,0,6,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187591,8,9,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187591,8,10,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187591,8,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194072,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194072,8,5,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194072,8,6,0,0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194072,8,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194072,8,8,0,0,1,0,0,0,5,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194072,8,9,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203735,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203735,8,6,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203735,8,7,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203735,8,8,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203735,8,9,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207425,8,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207425,8,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207425,8,5,10,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207425,8,6,2,1,3,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207425,8,7,0,0,1,1,8,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207425,8,8,0,0,0,0,0,0,11,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207425,8,9,0,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210074,8,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210074,8,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210074,8,5,0,33,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210074,8,6,0,4,0,45,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210074,8,7,0,0,0,3,0,48,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210074,8,8,0,0,0,0,0,7,0,51,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210074,8,9,0,0,0,0,0,0,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210074,8,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210873,8,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210873,8,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210873,8,6,0,0,5,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210873,8,7,0,0,0,0,4,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210873,8,8,0,0,0,0,0,0,2,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210873,8,9,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214187,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
3214187,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,1,0
3214187,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,23,6
3214187,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,20,3
3214187,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
3227989,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227989,8,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227989,8,5,6,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227989,8,6,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227989,8,7,0,0,1,1,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227989,8,8,0,0,0,0,1,1,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227989,8,9,0,0,0,0,0,0,1,0,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227989,8,10,0,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3227989,8,11,0,0,0,0,0,0,0,0,0,0,1,0,7,5,4,9,0,0,0,0,0,0,0,0,0,0
3227989,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0
3228534,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228534,8,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228534,8,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228534,8,6,0,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228534,8,7,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228534,8,8,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228534,8,9,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228534,8,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237580,8,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237580,8,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237580,8,5,7,5,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237580,8,6,0,0,12,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237580,8,7,0,0,1,1,4,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
