pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
6106192,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Kuttiadi","Kuttiadi","KUNNUMMAL",1,3,1,4,4,673507,2,2,3,0,2,8,19,0,0,0,0,1,1,2,191,1,0,2,0,0,0,0
9222115,"KERALA","KOZHIKODE","THODANNUR",1,,,"Villiappally (Ct)","Villiyappally","THODANNUR",2,3,1,7,4,673104,2,2,3,0,2,8,19,0,0,0,0,1,1,2,185,1,0,0,4,2,13,15
6782903,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Chettikkulam",,,,1,3,1,4,4,673303,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,31,14,8,7,0,0
7150177,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Koodaranji","Koodaranji","KODUVALLY",1,3,1,4,4,673604,2,2,3,0,1,8,19,0,0,0,0,1,2,2,182,1,1,2,4,2,32,31
2698570,"KERALA","KOZHIKODE","THUNERI",1,,,"Thuneri (Ct)","Thuneri","THUNERI",2,3,1,5,4,673503,2,2,3,0,2,8,0,0,0,0,0,1,1,2,195,1,5,4,0,0,0,0
2313448,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Ulliyeri (Ct)","Uliyeri","BALUSSERI",2,3,1,5,4,673323,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,3,4,2,1,0,0
6316304,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Nanmanda (Ct)","Nanmanda","CHELANNUR",1,3,1,4,4,673613,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,0
3458957,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Vengeri",,,,2,3,1,7,4,673010,2,2,3,0,2,8,19,0,0,0,0,1,2,2,188,1,0,0,4,4,0,0
3187591,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Maruthonkara","Maruthomkara","KUNNUMMAL",1,3,1,4,4,673508,2,2,3,0,1,8,0,0,0,0,0,1,1,2,0,1,10,16,3,1,0,1
1014147,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Thiruvambadi","Thiruvambadi","KODUVALLY",6,3,1,8,8,673602,1,2,2,3,1,8,0,0,0,2,0,1,1,9,200,1,5,3,0,0,0,0
4647353,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Ulliyeri (Ct)","Uliyeri","BALUSSERI",1,3,1,4,4,673323,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,1,2,0,1,1,0
8904928,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Narikkuni","Narikunni","CHELANNUR",1,3,1,4,4,673572,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,10,10,0,1,0,0
5271158,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chengottukavu","Chengottukavu","PANTHALAYANI",1,3,1,4,4,673306,2,2,3,0,2,8,0,0,0,0,0,1,1,1,189,1,4,2,1,1,0,0
4780721,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kizhakkoth","Kizhakkoth","KODUVALLY",1,3,1,4,4,673572,2,2,3,0,1,8,0,0,0,0,0,1,1,2,188,1,10,7,1,0,0,0
1058216,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","KOTTAPPARAMBA",,,,1,3,1,4,8,673104,2,2,3,0,2,19,8,0,0,0,0,1,1,9,0,1,9,10,12,13,1,0
1959964,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Thiruvambadi","Thiruvambadi","KODUVALLY",10,3,8,12,4,673603,2,2,3,0,1,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
8681150,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chemancheri (Ct)","Chemanachery","PANTHALAYANI",2,3,1,7,5,673303,2,2,3,0,2,19,0,0,0,0,0,1,2,9,209,1,6,0,2,0,0,0
4425986,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Cheruvannur","Cheruvannur","PERAMBRA",1,3,1,4,4,673524,2,2,3,0,2,8,0,0,0,0,0,1,1,1,0,1,4,3,0,0,1,1
6391615,"KERALA","KOZHIKODE","VATAKARA",1,,,"Azhiyur (Ct)","Azhiyur","VADAKARA",1,3,1,4,4,673308,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,8,3,1,1,0,0
5992974,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Ulliyeri (Ct)","Uliyeri","BALUSSERI",4,3,5,7,1,673323,2,2,3,0,2,8,0,0,0,0,0,1,9,0,193,1,0,0,0,0,0,0
8683381,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Ulliyeri (Ct)","Uliyeri","BALUSSERI",1,3,1,4,8,673620,2,2,3,0,2,19,0,0,0,0,0,1,1,9,194,2,9,11,0,0,0,0
4341536,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Nanmanda (Ct)","Nanmanda","CHELANNUR",2,3,1,7,4,673613,2,2,3,0,2,8,19,0,0,0,0,1,2,2,188,1,0,0,0,0,9,7
1741013,"KERALA","KOZHIKODE","MAVOOR",1,,,"Mavoor (Ct)","Mavoor","KUNNAMANGALAM",7,3,5,8,8,673661,1,2,3,0,2,8,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
6769753,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Kulliyilthazham",,,,3,3,1,12,5,673007,2,2,3,0,1,19,0,0,0,1,1,1,1,9,0,1,30,24,15,10,0,0
9823462,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Balusseri (Ct)","Balusseri","BALUSSERI",1,3,1,4,5,673612,2,2,3,0,1,19,0,0,0,0,0,1,1,9,220,1,10,19,1,3,0,0
3509043,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Atholi (Ct)","Atholi","PANTHALAYANI",6,3,1,10,8,673315,2,2,3,0,1,19,0,0,0,1,0,1,1,9,210,1,7,5,4,2,0,0
7164365,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Edakkadu",,,,2,3,1,7,4,673021,2,2,3,0,1,8,0,0,0,0,0,1,1,2,0,1,3,8,1,2,0,0
7441620,"KERALA","KOZHIKODE","KODUVALLY",2,"Koduvally_Municipality","Palakkutti",,,,1,3,1,4,4,673572,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,13,10,2,3,6,9
4152267,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kattippara","Kattippara","KODUVALLY",4,3,5,7,4,673573,2,2,3,0,1,8,19,0,0,0,0,1,9,0,188,1,0,0,0,0,0,0
9353588,"KERALA","KOZHIKODE","THUNERI",1,,,"Chekkiad (Ct)","Chekkiad","THUNERI",1,3,1,4,4,673509,2,2,3,0,2,8,0,0,0,0,0,1,1,2,200,1,4,3,1,1,0,0
1259015,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Poolakkadavu",,,,3,3,1,12,5,673012,2,2,3,0,1,19,0,0,0,1,1,1,1,9,201,1,61,38,9,0,0,1
5885368,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Ulliyeri (Ct)","Uliyeri","BALUSSERI",2,3,1,7,4,673323,2,2,3,0,2,8,0,0,0,0,0,1,1,2,182,1,1,2,0,0,0,0
5180808,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Thalakkulathur (Ct)","Thalakulathur","CHELANNUR",1,3,1,4,4,673317,2,2,3,0,2,8,0,0,0,0,0,1,1,2,190,1,6,11,0,1,0,0
2605464,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Pantheeramkavu (Ct)","Olavanna","KOZHIKODE",6,3,1,10,5,673019,2,2,3,0,2,19,0,0,0,2,0,1,1,9,0,1,8,13,3,8,0,0
9642198,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Erannikkal",,,,1,3,1,4,4,673303,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,1,3,0,0,0,0
8560946,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Balusseri (Ct)","Balusseri","BALUSSERI",2,3,1,5,4,673612,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,5,10,0,0,0,0
4238524,"KERALA","KOZHIKODE","THUNERI",1,,,"Purameri","Purameri","THUNERI",1,3,1,4,8,673503,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,1,8,12,0,0,0,0
8593490,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Kovoor",,,,2,3,1,5,4,673008,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,1,6,0,0,0,0
3807228,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Nallalam",,,,2,3,1,7,4,673631,2,2,3,0,1,8,19,0,0,0,0,1,2,2,200,1,1,0,25,51,15,16
4784632,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Kuthiravattom",,,,1,3,1,4,8,673016,2,2,3,0,2,19,0,0,0,0,0,1,1,9,183,1,29,13,5,0,0,0
2093114,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Chalappuram",,,,1,3,1,4,5,673002,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,1,3,6,2,0,0,0
5296566,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Payyanakkal",,,,5,3,5,12,8,673003,2,2,2,3,2,19,0,0,0,1,1,1,9,9,0,1,0,0,0,0,0,0
5501033,"KERALA","KOZHIKODE","THUNERI",1,,,"Nadapuram (Ct)","Nadapuram","THUNERI",1,3,1,4,4,673506,2,2,3,0,2,8,19,0,0,0,0,1,1,2,200,1,22,13,3,2,0,0
4725877,"KERALA","KOZHIKODE","MAVOOR",1,,,"Perumanna (Ct)","Perumanna","KUNNAMANGALAM",1,3,1,4,4,673019,2,2,3,0,2,8,19,0,0,0,0,1,1,2,190,1,0,0,0,0,8,18
7896971,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chemancheri (Ct)","Chemanachery","PANTHALAYANI",2,3,1,7,4,673304,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,8,12,0,0,2,2
2199954,"KERALA","KOZHIKODE","VATAKARA",1,,,"Chorode (Ct)","Chorode","VADAKARA",1,3,1,4,4,673106,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,7,9,0,2,0,0
1734989,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Thalakkulathur (Ct)","Thalakulathur","CHELANNUR",6,3,1,9,5,673317,2,2,3,0,2,19,0,0,0,1,0,1,1,9,210,1,18,22,0,0,0,0
3609081,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Changaroth","Changaroth","PERAMBRA",1,3,1,4,4,673528,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,9,7,3,0,5,9
5534245,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kakkad","Karasseri","KUNNAMANGALAM",2,3,1,7,4,673602,2,2,3,0,2,8,19,0,0,0,0,1,1,2,188,1,13,12,1,1,5,8
7319448,"KERALA","KOZHIKODE","THUNERI",1,,,"Thuneri (Ct)","Thuneri","THUNERI",2,3,1,5,4,673505,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,2,10,1,0,0,0
6083976,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Olavanna (Ct)","Olavanna","KOZHIKODE",6,3,1,10,5,673019,2,2,3,0,2,19,0,0,0,1,0,1,1,9,192,1,88,91,31,25,0,0
7424210,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Narikkuni","Narikunni","CHELANNUR",2,3,1,7,8,673585,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,2,14,8,0,0,0,0
4862485,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Meenchanda",,,,1,3,1,4,8,673018,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,2,29,28,8,7,0,0
1807161,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Sivapuram","Unnikulum","BALUSSERI",3,3,1,12,1,673612,2,2,3,0,2,8,19,0,0,2,2,1,1,2,0,1,0,0,0,0,6,1
7705819,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Nanmanda (Ct)","Nanmanda","CHELANNUR",1,3,1,4,4,673315,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,5,5,2,0,3,1
6642315,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Naduvannur (Ct)","Naduvannur","BALUSSERI",3,3,1,12,1,673614,2,2,3,0,2,8,19,0,0,2,2,1,2,2,168,1,0,0,1,1,14,16
1755432,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Baypore port",,,,1,3,1,4,8,673015,2,2,3,0,2,19,0,0,0,0,0,1,1,9,210,1,7,2,0,0,0,0
9321742,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Thalakkulathur (Ct)","Thalakulathur","CHELANNUR",4,3,5,7,4,673317,2,2,3,0,2,8,0,0,0,0,0,1,9,0,188,1,0,0,0,0,0,0
3640941,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Thalakkulathur (Ct)","Thalakulathur","CHELANNUR",4,3,5,7,4,673317,2,2,3,0,2,8,19,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0
2028642,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Olavanna (Ct)","Olavanna","KOZHIKODE",2,3,1,7,5,673014,2,2,3,0,1,19,0,0,0,0,0,1,1,9,190,1,14,16,6,6,0,0
9603112,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Kottur","Kottur","BALUSSERI",2,3,1,7,4,673614,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,0,1,0,0,1,1
5573561,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Nochad","Nochad","PERAMBRA",1,3,1,4,4,673524,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,7,6,0,0,0,0
9780232,"KERALA","KOZHIKODE","THUNERI",1,,,"Valayam (Ct)","Valayam","THUNERI",2,3,1,7,4,673517,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,8,3,0,2,6,10
9025785,"KERALA","KOZHIKODE","PANTHALAYANI",2,"koyilandy_Municipality","THETTI KUNNU",,,,2,3,1,7,4,673620,2,2,3,0,2,8,19,0,0,0,0,1,1,2,201,1,18,12,2,3,0,0
6630525,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Easthill",,,,10,3,8,12,1,673005,2,2,3,0,2,8,19,0,0,2,2,1,9,0,195,1,0,0,0,0,0,0
6347907,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Unnikulam","Unnikulum","BALUSSERI",2,3,1,5,8,673574,2,2,3,0,1,19,0,0,0,0,0,1,1,9,0,2,4,7,0,0,3,1
9329520,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Chelannur (Ct)","Chelannur","CHELANNUR",2,3,1,6,8,673611,2,2,3,0,1,19,0,0,0,0,0,1,1,9,0,1,9,2,1,0,0,0
9456558,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Eravattur (Ct)","Perambra","PERAMBRA",6,3,1,10,5,673525,2,2,3,0,2,19,0,0,0,1,0,1,1,9,199,2,44,55,17,22,0,0
1262464,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Nanmanda (Ct)","Nanmanda","CHELANNUR",6,3,1,10,5,673613,2,2,3,0,2,19,0,0,0,2,0,1,1,9,0,1,23,16,2,1,1,0
8337612,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Nadakkavu",,,,5,2,5,12,1,673011,2,2,3,0,2,19,8,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
4721286,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Balusseri (Ct)","Balusseri","BALUSSERI",5,3,5,12,1,673612,2,2,3,0,2,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
2907680,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Thiruthiyad",,,,11,3,11,12,1,673004,2,2,3,0,2,19,0,0,0,0,2,1,9,0,115,1,0,0,0,0,0,0
7265423,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Nadakkavu",,,,1,3,1,4,8,673011,2,2,3,0,2,19,0,0,0,0,0,1,1,9,187,1,18,6,5,3,0,0
4616641,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kodencheri","Kodencheri","KODUVALLY",4,3,5,7,4,673580,2,2,3,0,1,8,0,0,0,0,0,1,9,0,188,1,0,0,0,0,0,0
2464186,"KERALA","KOZHIKODE","PANTHALAYANI",2,"koyilandy_Municipality","NADELAKANDI",,,,5,3,5,12,1,673305,2,2,3,0,2,8,19,0,0,2,2,1,9,0,198,1,0,0,0,0,0,0
6931561,"KERALA","KOZHIKODE","THODANNUR",1,,,"Maniyur (Ct)","Maniyur","THODANNUR",2,3,1,7,4,673105,2,2,3,0,2,8,19,0,0,0,0,1,1,1,0,1,17,11,0,2,5,1
4079792,"KERALA","KOZHIKODE","MELADY",1,,,"Kozhukkallur (Ct)","Meppayur","MELDAY",6,3,1,10,5,673307,2,2,3,0,1,19,0,0,0,1,0,1,1,9,196,1,41,26,9,9,0,0
2914774,"KERALA","KOZHIKODE","THUNERI",1,,,"Thuneri (Ct)","Thuneri","THUNERI",1,3,1,4,4,673505,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,0,0,0,0,9,4
4363272,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Kadalundi (Og)","Kadalundi","KOZHIKODE",1,3,1,4,4,673301,2,2,3,0,1,8,19,0,0,0,0,1,1,2,194,1,21,29,7,5,20,23
6992856,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Kallai",,,,5,3,5,12,1,673003,2,2,3,0,2,8,19,0,0,2,2,1,9,0,195,1,0,0,0,0,0,0
3856688,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Narikkuni","Narikunni","CHELANNUR",2,3,1,7,4,673585,2,2,3,0,2,8,19,0,0,0,0,1,1,2,190,1,1,2,1,1,1,1
1407544,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","PUTHIYAPPU",,,,5,3,5,12,1,673104,2,2,3,0,2,8,19,0,0,2,2,1,9,0,200,1,0,0,0,0,0,0
7807238,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Unnikulam","Unnikulum","BALUSSERI",10,3,8,12,1,673574,2,2,3,0,2,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
2215567,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kunnamangalam (Ct)","Kunnamangalam","KUNNAMANGALAM",2,3,1,7,5,673571,2,2,3,0,2,19,0,0,0,0,0,1,1,9,198,1,18,21,4,1,0,0
7990066,"KERALA","KOZHIKODE","THUNERI",1,,,"Vanimel","Vanimel","THUNERI",10,3,8,12,4,673506,2,2,3,0,2,8,19,0,0,2,2,1,9,0,10,1,0,0,0,0,0,0
4225381,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Kuttiadi","Kuttiadi","KUNNUMMAL",2,3,1,7,4,673508,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,27,28,12,3,0,3
2551907,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","MUKACHERI",,,,5,3,5,12,4,673103,2,2,3,0,1,8,19,0,0,2,2,1,9,0,195,1,0,0,0,0,0,0
3882833,"KERALA","KOZHIKODE","THODANNUR",1,,,"Ayancheri (Ct)","Ayancheri","THODANNUR",10,3,8,12,4,673542,2,2,3,0,1,8,19,0,0,2,2,1,9,0,179,1,0,0,0,0,0,0
8546193,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chengottukavu","Chengottukavu","PANTHALAYANI",10,3,8,12,4,673306,2,2,3,0,2,8,19,0,0,2,2,1,9,0,197,1,0,0,0,0,0,0
5316709,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Nallalam",,,,3,3,1,12,4,673655,1,2,2,3,1,8,19,0,0,2,2,1,2,2,193,1,0,0,1,0,0,1
2371821,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kodencheri","Kodencheri","KODUVALLY",3,3,1,12,4,673580,2,2,3,0,1,8,19,0,0,2,2,1,2,2,0,1,0,0,3,2,20,13
8120961,"KERALA","KOZHIKODE","KUNNAMANGALAM",2,"","",,,,5,3,5,12,4,673602,2,2,3,0,2,8,19,0,0,2,2,1,9,0,200,1,0,0,0,0,0,0
5543015,"KERALA","KOZHIKODE","MAVOOR",1,,,"Kodiyathur","Kodiyathur","KUNNAMANGALAM",10,3,8,12,4,673639,2,2,3,0,1,8,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
2505547,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kumaranallur","Karasseri","KUNNAMANGALAM",5,3,5,12,4,673602,2,2,3,0,1,8,19,0,0,2,2,1,9,0,200,1,0,0,0,0,0,0
7470450,"KERALA","KOZHIKODE","THODANNUR",1,,,"Thiruvallur","Thiruvallur","THODANNUR",5,3,5,12,4,673541,2,2,3,0,2,8,19,0,0,2,2,1,9,0,185,1,0,0,0,0,0,0
1081931,"KERALA","KOZHIKODE","KUNNAMANGALAM",2,"","",,,,10,3,8,12,4,673602,2,2,3,0,1,8,19,0,0,2,2,1,9,0,195,1,0,0,0,0,0,0
8448526,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Koodaranji","Koodaranji","KODUVALLY",5,3,5,12,4,673604,2,2,3,0,1,8,19,0,0,2,2,1,9,0,198,1,0,0,0,0,0,0
7758047,"KERALA","KOZHIKODE","MAVOOR",1,,,"Kodiyathur","Kodiyathur","KUNNAMANGALAM",10,3,8,12,4,673602,2,2,3,0,1,8,19,0,0,2,2,1,9,0,200,1,0,0,0,0,0,0
9696962,"KERALA","KOZHIKODE","THUNERI",1,,,"Thuneri (Ct)","Thuneri","THUNERI",10,3,8,12,4,673504,2,2,3,0,1,8,19,0,0,2,2,1,9,0,205,1,0,0,0,0,0,0
4696047,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Kavilumpara","Kavilumpara","KUNNUMMAL",5,3,5,12,4,673513,2,2,3,0,1,8,19,0,0,2,2,1,9,0,187,1,0,0,0,0,0,0
8627264,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Nadakkavu",,,,5,3,5,12,4,673001,2,2,3,0,1,19,8,0,0,2,2,1,9,0,158,1,0,0,0,0,0,0
9312653,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Nochad","Nochad","PERAMBRA",10,3,8,12,4,673614,2,2,3,0,2,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
9378988,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Valliyangadi",,,,3,2,1,12,4,673032,2,2,3,0,1,19,0,0,0,2,2,1,1,2,192,1,0,107,0,6,0,0
1607771,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kunnamangalam (Ct)","Kunnamangalam","KUNNAMANGALAM",5,3,5,12,4,673571,2,2,3,0,2,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
4782301,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Kottur","Kottur","BALUSSERI",10,3,8,12,4,673614,2,2,3,0,2,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
6601755,"KERALA","KOZHIKODE","MELADY",1,,,"Keezhariyur (Ct)","Keezhariyur","MELDAY",10,3,8,12,4,673620,2,2,3,0,2,8,19,0,0,2,2,1,9,0,198,1,0,0,0,0,0,0
5987547,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Kovoor",,,,5,3,5,12,4,673008,2,2,3,0,2,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
1091078,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chemancheri (Ct)","Chemanachery","PANTHALAYANI",3,3,1,12,4,673304,2,2,3,0,2,8,19,0,0,2,2,1,2,2,200,1,0,0,4,2,23,18
8877705,"KERALA","KOZHIKODE","MELADY",2,"Payyoli_Municipality","Kottakkal East",,,,3,3,1,12,4,673521,2,2,3,0,1,8,19,0,0,2,2,1,2,2,190,1,0,1,7,4,0,0
2654234,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Eranchipalam",,,,5,2,5,12,4,673006,2,2,3,0,1,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
9126722,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Madavoor","Madavoor","KODUVALLY",10,3,8,12,4,673571,2,2,3,0,1,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
9809093,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Palery","Changaroth","PERAMBRA",5,3,5,12,4,673508,2,2,3,0,2,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
6573361,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kedavur","Thamarasseri","Koduvally",1,3,1,4,5,673573,2,2,3,0,1,19,0,0,0,0,0,1,1,9,0,1,0,0,0,1,0,0
5400654,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Koothali (Ct)","Koothali","PERAMBRA",2,3,1,7,4,673526,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,7,9,0,0,0,0
7585196,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","NARAYANA NAGARAM",,,,5,3,5,12,5,673101,2,2,3,0,2,19,0,0,0,2,2,1,9,9,185,1,0,0,0,0,0,0
6523927,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","AZHITHALA1",,,,1,3,1,4,4,673103,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,3,2,3,0,0,0
8980446,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Arikkulam (Part)","Arikulam","PANTHALAYANI",1,3,1,4,4,673524,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,5,3,1,0,0,0
7197126,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Madavoor","Madavoor","KODUVALLY",1,3,1,4,4,673585,2,2,3,0,2,8,0,0,0,0,0,1,2,2,0,1,6,0,2,0,2,3
5933601,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","KOTTAPPARAMBA",,,,7,2,5,10,4,673101,2,2,3,0,1,8,19,0,0,2,0,1,9,0,0,1,0,0,0,0,0,0
1438552,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Olavanna (Ct)","Olavanna","KOZHIKODE",2,3,1,7,4,673019,2,2,3,0,1,8,19,0,0,0,0,1,1,2,186,1,24,33,1,1,11,0
